customer_id,city,state,pop_thousand,land_sq_meter,pop_size,city_type,city_lctn
E15339,Los Angeles,CA,3985,1216,middle,metro,west
E13198,San Antonio,TX,1598,1291,middle,other,south
E16222,Houston,TX,2325,1658,middle,other,south
E17460,Phoenix,AZ,1759,1341,middle,other,west
E14341,New York,NY,8177,778,big,metro,east
E13168,Houston,TX,2325,1658,middle,other,south
E16943,San Jose,CA,1003,461,middle,sightseeing,west
E17515,Houston,TX,2325,1658,middle,other,south
E17082,Honolulu,HI,339,156,small,sightseeing,other
E14248,Los Angeles,CA,3985,1216,middle,metro,west
E13002,San Diego,CA,1429,844,middle,sightseeing,west
E16133,Dallas,TX,1348,879,middle,other,south
E13049,Phoenix,AZ,1759,1341,middle,other,west
E14548,New York,NY,8177,778,big,metro,east
E13405,Los Angeles,CA,3985,1216,middle,metro,west
E14049,Los Angeles,CA,3985,1216,middle,metro,west
E15777,Philadelphia,PA,1585,348,middle,other,east
E16043,Dallas,TX,1348,879,middle,other,south
E15812,Chicago,IL,2671,589,middle,metro,east
E13837,New York,NY,8177,778,big,metro,east
E17118,New York,NY,8177,778,big,metro,east
E17735,Dallas,TX,1348,879,middle,other,south
E14616,Philadelphia,PA,1585,348,middle,other,east
E14233,New York,NY,8177,778,big,metro,east
E17888,New York,NY,8177,778,big,metro,east
E17075,New York,NY,8177,778,big,metro,east
E14243,Los Angeles,CA,3985,1216,middle,metro,west
E16714,Philadelphia,PA,1585,348,middle,other,east
E13098,San Jose,CA,1003,461,middle,sightseeing,west
E17027,New York,NY,8177,778,big,metro,east
E17786,San Jose,CA,1003,461,middle,sightseeing,west
E16124,Chicago,IL,2671,589,middle,metro,east
E16409,San Jose,CA,1003,461,middle,sightseeing,west
E13754,New York,NY,8177,778,big,metro,east
E15227,Miami,FL,483,93,small,sightseeing,south
E12997,Dallas,TX,1348,879,middle,other,south
E17372,New York,NY,8177,778,big,metro,east
E13890,Los Angeles,CA,3985,1216,middle,metro,west
E15215,Chicago,IL,2671,589,middle,metro,east
E16918,New York,NY,8177,778,big,metro,east
E16882,New York,NY,8177,778,big,metro,east
E16496,Houston,TX,2325,1658,middle,other,south
E14440,Houston,TX,2325,1658,middle,other,south
E17311,New York,NY,8177,778,big,metro,east
E15910,New York,NY,8177,778,big,metro,east
E16949,Chicago,IL,2671,589,middle,metro,east
E14560,Chicago,IL,2671,589,middle,metro,east
E16700,Phoenix,AZ,1759,1341,middle,other,west
E14709,New York,NY,8177,778,big,metro,east
E14970,New York,NY,8177,778,big,metro,east
E14701,New York,NY,8177,778,big,metro,east
E16767,Houston,TX,2325,1658,middle,other,south
E13506,Phoenix,AZ,1759,1341,middle,other,west
E14738,Los Angeles,CA,3985,1216,middle,metro,west
E15827,Houston,TX,2325,1658,middle,other,south
E14290,New York,NY,8177,778,big,metro,east
E17540,Los Angeles,CA,3985,1216,middle,metro,west
E14239,San Jose,CA,1003,461,middle,sightseeing,west
E18125,Phoenix,AZ,1759,1341,middle,other,west
E13328,Houston,TX,2325,1658,middle,other,south
E13174,Los Angeles,CA,3985,1216,middle,metro,west
E15549,San Antonio,TX,1598,1291,middle,other,south
E15864,New York,NY,8177,778,big,metro,east
E14662,New York,NY,8177,778,big,metro,east
E17180,Chicago,IL,2671,589,middle,metro,east
E15057,Chicago,IL,2671,589,middle,metro,east
E14146,Las Vegas,NV,675,367,small,sightseeing,west
E13330,Los Angeles,CA,3985,1216,middle,metro,west
E13552,Philadelphia,PA,1585,348,middle,other,east
E12853,San Diego,CA,1429,844,middle,sightseeing,west
E13538,San Antonio,TX,1598,1291,middle,other,south
E16755,Philadelphia,PA,1585,348,middle,other,east
E14133,New York,NY,8177,778,big,metro,east
E16327,New York,NY,8177,778,big,metro,east
E16523,San Jose,CA,1003,461,middle,sightseeing,west
E15527,New York,NY,8177,778,big,metro,east
E15547,New York,NY,8177,778,big,metro,east
E14659,Chicago,IL,2671,589,middle,metro,east
E13141,New York,NY,8177,778,big,metro,east
E15365,Los Angeles,CA,3985,1216,middle,metro,west
E13707,New York,NY,8177,778,big,metro,east
E15079,San Antonio,TX,1598,1291,middle,other,south
E13709,Chicago,IL,2671,589,middle,metro,east
E14051,New York,NY,8177,778,big,metro,east
E18016,Phoenix,AZ,1759,1341,middle,other,west
E17329,Los Angeles,CA,3985,1216,middle,metro,west
E14401,Los Angeles,CA,3985,1216,middle,metro,west
E17920,Philadelphia,PA,1585,348,middle,other,east
E14532,Chicago,IL,2671,589,middle,metro,east
E14805,New York,NY,8177,778,big,metro,east
E17062,San Jose,CA,1003,461,middle,sightseeing,west
E16897,Chicago,IL,2671,589,middle,metro,east
E15579,Dallas,TX,1348,879,middle,other,south
E16985,New York,NY,8177,778,big,metro,east
E13148,New York,NY,8177,778,big,metro,east
E14595,New York,NY,8177,778,big,metro,east
E16770,New York,NY,8177,778,big,metro,east
E13161,Los Angeles,CA,3985,1216,middle,metro,west
E15415,San Jose,CA,1003,461,middle,sightseeing,west
E17431,Los Angeles,CA,3985,1216,middle,metro,west
E16816,Phoenix,AZ,1759,1341,middle,other,west
E17463,New York,NY,8177,778,big,metro,east
E14502,Los Angeles,CA,3985,1216,middle,metro,west
E13869,Chicago,IL,2671,589,middle,metro,east
E17239,Los Angeles,CA,3985,1216,middle,metro,west
E13324,Los Angeles,CA,3985,1216,middle,metro,west
E15448,Houston,TX,2325,1658,middle,other,south
E16570,Dallas,TX,1348,879,middle,other,south
E17314,New York,NY,8177,778,big,metro,east
E17220,Los Angeles,CA,3985,1216,middle,metro,west
E18245,San Diego,CA,1429,844,middle,sightseeing,west
E17373,San Jose,CA,1003,461,middle,sightseeing,west
E18145,Los Angeles,CA,3985,1216,middle,metro,west
E14467,San Jose,CA,1003,461,middle,sightseeing,west
E12908,New York,NY,8177,778,big,metro,east
E17621,New York,NY,8177,778,big,metro,east
E15144,New York,NY,8177,778,big,metro,east
E14776,Los Angeles,CA,3985,1216,middle,metro,west
E17894,Los Angeles,CA,3985,1216,middle,metro,west
E16403,Dallas,TX,1348,879,middle,other,south
E16407,Chicago,IL,2671,589,middle,metro,east
E17580,San Diego,CA,1429,844,middle,sightseeing,west
E17619,San Diego,CA,1429,844,middle,sightseeing,west
E17256,Houston,TX,2325,1658,middle,other,south
E17604,Phoenix,AZ,1759,1341,middle,other,west
E14006,Las Vegas,NV,675,367,small,sightseeing,west
E13600,New York,NY,8177,778,big,metro,east
E15058,Los Angeles,CA,3985,1216,middle,metro,west
E17375,Dallas,TX,1348,879,middle,other,south
E15881,New York,NY,8177,778,big,metro,east
E15240,Los Angeles,CA,3985,1216,middle,metro,west
E14496,Philadelphia,PA,1585,348,middle,other,east
E17147,Dallas,TX,1348,879,middle,other,south
E13881,San Antonio,TX,1598,1291,middle,other,south
E16612,Los Angeles,CA,3985,1216,middle,metro,west
E14627,Houston,TX,2325,1658,middle,other,south
E18055,New York,NY,8177,778,big,metro,east
E17356,San Diego,CA,1429,844,middle,sightseeing,west
E17884,Los Angeles,CA,3985,1216,middle,metro,west
E12836,New York,NY,8177,778,big,metro,east
E14850,New York,NY,8177,778,big,metro,east
E13939,Philadelphia,PA,1585,348,middle,other,east
E16745,Los Angeles,CA,3985,1216,middle,metro,west
E17228,Phoenix,AZ,1759,1341,middle,other,west
E13606,New York,NY,8177,778,big,metro,east
E13494,New York,NY,8177,778,big,metro,east
E13802,San Diego,CA,1429,844,middle,sightseeing,west
E12929,New York,NY,8177,778,big,metro,east
E16419,Chicago,IL,2671,589,middle,metro,east
E17035,Houston,TX,2325,1658,middle,other,south
E15203,Los Angeles,CA,3985,1216,middle,metro,west
E16515,New York,NY,8177,778,big,metro,east
E18202,New York,NY,8177,778,big,metro,east
E14549,New York,NY,8177,778,big,metro,east
E15981,New York,NY,8177,778,big,metro,east
E16110,Los Angeles,CA,3985,1216,middle,metro,west
E17376,Chicago,IL,2671,589,middle,metro,east
E16011,Dallas,TX,1348,879,middle,other,south
E13110,New York,NY,8177,778,big,metro,east
E16716,Houston,TX,2325,1658,middle,other,south
E15940,New York,NY,8177,778,big,metro,east
E15971,Phoenix,AZ,1759,1341,middle,other,west
E15838,San Antonio,TX,1598,1291,middle,other,south
E14665,New York,NY,8177,778,big,metro,east
E14457,New York,NY,8177,778,big,metro,east
E17863,Dallas,TX,1348,879,middle,other,south
E15589,Phoenix,AZ,1759,1341,middle,other,west
E14411,Chicago,IL,2671,589,middle,metro,east
E17560,Phoenix,AZ,1759,1341,middle,other,west
E15226,Los Angeles,CA,3985,1216,middle,metro,west
E14460,San Antonio,TX,1598,1291,middle,other,south
E16156,Los Angeles,CA,3985,1216,middle,metro,west
E13728,Houston,TX,2325,1658,middle,other,south
E14127,San Diego,CA,1429,844,middle,sightseeing,west
E16378,Las Vegas,NV,675,367,small,sightseeing,west
E13894,Houston,TX,2325,1658,middle,other,south
E13824,San Jose,CA,1003,461,middle,sightseeing,west
E18250,Los Angeles,CA,3985,1216,middle,metro,west
E15270,New York,NY,8177,778,big,metro,east
E14188,New York,NY,8177,778,big,metro,east
E18017,San Antonio,TX,1598,1291,middle,other,south
E17912,Phoenix,AZ,1759,1341,middle,other,west
E15421,New York,NY,8177,778,big,metro,east
E17446,Phoenix,AZ,1759,1341,middle,other,west
E16717,Houston,TX,2325,1658,middle,other,south
E14443,Miami,FL,483,93,small,sightseeing,south
E14798,New York,NY,8177,778,big,metro,east
E12990,Honolulu,HI,339,156,small,sightseeing,other
E17223,San Antonio,TX,1598,1291,middle,other,south
E16992,Phoenix,AZ,1759,1341,middle,other,west
E17337,New York,NY,8177,778,big,metro,east
E16405,New York,NY,8177,778,big,metro,east
E17071,Chicago,IL,2671,589,middle,metro,east
E13873,Los Angeles,CA,3985,1216,middle,metro,west
E17362,Chicago,IL,2671,589,middle,metro,east
E13394,Houston,TX,2325,1658,middle,other,south
E16333,Philadelphia,PA,1585,348,middle,other,east
E16030,New York,NY,8177,778,big,metro,east
E14044,San Diego,CA,1429,844,middle,sightseeing,west
E16684,Phoenix,AZ,1759,1341,middle,other,west
E13800,New York,NY,8177,778,big,metro,east
E17672,Philadelphia,PA,1585,348,middle,other,east
E18178,San Diego,CA,1429,844,middle,sightseeing,west
E17214,New York,NY,8177,778,big,metro,east
E13581,Houston,TX,2325,1658,middle,other,south
E14540,New York,NY,8177,778,big,metro,east
E13539,Houston,TX,2325,1658,middle,other,south
E15885,Chicago,IL,2671,589,middle,metro,east
E14497,New York,NY,8177,778,big,metro,east
E17507,New York,NY,8177,778,big,metro,east
E13208,Las Vegas,NV,675,367,small,sightseeing,west
E17334,Phoenix,AZ,1759,1341,middle,other,west
E13871,Los Angeles,CA,3985,1216,middle,metro,west
E16938,New York,NY,8177,778,big,metro,east
E14466,Los Angeles,CA,3985,1216,middle,metro,west
E17929,Los Angeles,CA,3985,1216,middle,metro,west
E14778,Los Angeles,CA,3985,1216,middle,metro,west
E17517,New York,NY,8177,778,big,metro,east
E17226,New York,NY,8177,778,big,metro,east
E13137,Chicago,IL,2671,589,middle,metro,east
E13725,Philadelphia,PA,1585,348,middle,other,east
E13309,Dallas,TX,1348,879,middle,other,south
E12842,Philadelphia,PA,1585,348,middle,other,east
E16109,Phoenix,AZ,1759,1341,middle,other,west
E17291,Los Angeles,CA,3985,1216,middle,metro,west
E15090,Houston,TX,2325,1658,middle,other,south
E15199,San Jose,CA,1003,461,middle,sightseeing,west
E13911,Houston,TX,2325,1658,middle,other,south
E14194,New York,NY,8177,778,big,metro,east
E14842,New York,NY,8177,778,big,metro,east
E17293,New York,NY,8177,778,big,metro,east
E16456,Los Angeles,CA,3985,1216,middle,metro,west
E17392,Los Angeles,CA,3985,1216,middle,metro,west
E13584,New York,NY,8177,778,big,metro,east
E17105,Chicago,IL,2671,589,middle,metro,east
E14438,New York,NY,8177,778,big,metro,east
E12956,New York,NY,8177,778,big,metro,east
E15781,Chicago,IL,2671,589,middle,metro,east
E14410,Chicago,IL,2671,589,middle,metro,east
E14600,Phoenix,AZ,1759,1341,middle,other,west
E14952,New York,NY,8177,778,big,metro,east
E17302,Los Angeles,CA,3985,1216,middle,metro,west
E16686,New York,NY,8177,778,big,metro,east
E17613,Houston,TX,2325,1658,middle,other,south
E13334,New York,NY,8177,778,big,metro,east
E17692,Los Angeles,CA,3985,1216,middle,metro,west
E13955,Chicago,IL,2671,589,middle,metro,east
E17162,San Antonio,TX,1598,1291,middle,other,south
E17774,New York,NY,8177,778,big,metro,east
E15407,Los Angeles,CA,3985,1216,middle,metro,west
E15577,Philadelphia,PA,1585,348,middle,other,east
E16332,San Antonio,TX,1598,1291,middle,other,south
E18225,Philadelphia,PA,1585,348,middle,other,east
E14048,New York,NY,8177,778,big,metro,east
E16945,Houston,TX,2325,1658,middle,other,south
E18102,New York,NY,8177,778,big,metro,east
E14293,Los Angeles,CA,3985,1216,middle,metro,west
E14030,San Antonio,TX,1598,1291,middle,other,south
E14475,Houston,TX,2325,1658,middle,other,south
E17859,Houston,TX,2325,1658,middle,other,south
E16458,San Jose,CA,1003,461,middle,sightseeing,west
E16265,San Antonio,TX,1598,1291,middle,other,south
E16553,San Diego,CA,1429,844,middle,sightseeing,west
E16037,San Diego,CA,1429,844,middle,sightseeing,west
E15753,New York,NY,8177,778,big,metro,east
E17655,Philadelphia,PA,1585,348,middle,other,east
E16713,New York,NY,8177,778,big,metro,east
E14562,Dallas,TX,1348,879,middle,other,south
E16951,San Jose,CA,1003,461,middle,sightseeing,west
E16998,Honolulu,HI,339,156,small,sightseeing,other
E13133,Los Angeles,CA,3985,1216,middle,metro,west
E17881,Honolulu,HI,339,156,small,sightseeing,other
E15843,Dallas,TX,1348,879,middle,other,south
E17083,New York,NY,8177,778,big,metro,east
E15970,Los Angeles,CA,3985,1216,middle,metro,west
E13590,New York,NY,8177,778,big,metro,east
E17537,Phoenix,AZ,1759,1341,middle,other,west
E16143,Miami,FL,483,93,small,sightseeing,south
E17412,San Antonio,TX,1598,1291,middle,other,south
E16607,New York,NY,8177,778,big,metro,east
E17843,New York,NY,8177,778,big,metro,east
E17358,Chicago,IL,2671,589,middle,metro,east
E13706,Phoenix,AZ,1759,1341,middle,other,west
E17940,New York,NY,8177,778,big,metro,east
E17686,San Jose,CA,1003,461,middle,sightseeing,west
E14431,Houston,TX,2325,1658,middle,other,south
E15809,Chicago,IL,2671,589,middle,metro,east
E17377,Dallas,TX,1348,879,middle,other,south
E14465,New York,NY,8177,778,big,metro,east
E18093,Chicago,IL,2671,589,middle,metro,east
E16027,New York,NY,8177,778,big,metro,east
E12857,San Diego,CA,1429,844,middle,sightseeing,west
E18230,San Jose,CA,1003,461,middle,sightseeing,west
E18168,New York,NY,8177,778,big,metro,east
E16425,New York,NY,8177,778,big,metro,east
E17850,Miami,FL,483,93,small,sightseeing,south
E16711,Phoenix,AZ,1759,1341,middle,other,west
E16842,San Diego,CA,1429,844,middle,sightseeing,west
E14081,Dallas,TX,1348,879,middle,other,south
E12931,New York,NY,8177,778,big,metro,east
E15796,Los Angeles,CA,3985,1216,middle,metro,west
E12967,Phoenix,AZ,1759,1341,middle,other,west
E14555,New York,NY,8177,778,big,metro,east
E17790,New York,NY,8177,778,big,metro,east
E15114,New York,NY,8177,778,big,metro,east
E17809,Chicago,IL,2671,589,middle,metro,east
E15544,Phoenix,AZ,1759,1341,middle,other,west
E15133,Chicago,IL,2671,589,middle,metro,east
E17705,Philadelphia,PA,1585,348,middle,other,east
E18087,San Antonio,TX,1598,1291,middle,other,south
E17924,San Antonio,TX,1598,1291,middle,other,south
E12897,Chicago,IL,2671,589,middle,metro,east
E17512,New York,NY,8177,778,big,metro,east
E15550,Houston,TX,2325,1658,middle,other,south
E13021,San Jose,CA,1003,461,middle,sightseeing,west
E14676,Los Angeles,CA,3985,1216,middle,metro,west
E12913,Dallas,TX,1348,879,middle,other,south
E18159,Los Angeles,CA,3985,1216,middle,metro,west
E14304,New York,NY,8177,778,big,metro,east
E15299,Dallas,TX,1348,879,middle,other,south
E15638,Los Angeles,CA,3985,1216,middle,metro,west
E12943,Los Angeles,CA,3985,1216,middle,metro,west
E13875,Los Angeles,CA,3985,1216,middle,metro,west
E15856,Phoenix,AZ,1759,1341,middle,other,west
E15406,San Diego,CA,1429,844,middle,sightseeing,west
E18084,Los Angeles,CA,3985,1216,middle,metro,west
E17282,Los Angeles,CA,3985,1216,middle,metro,west
E17126,Phoenix,AZ,1759,1341,middle,other,west
E16434,Chicago,IL,2671,589,middle,metro,east
E17050,Dallas,TX,1348,879,middle,other,south
E17085,Miami,FL,483,93,small,sightseeing,south
E17454,Los Angeles,CA,3985,1216,middle,metro,west
E13171,Miami,FL,483,93,small,sightseeing,south
E17472,Honolulu,HI,339,156,small,sightseeing,other
E17255,Houston,TX,2325,1658,middle,other,south
E16084,New York,NY,8177,778,big,metro,east
E17667,San Jose,CA,1003,461,middle,sightseeing,west
E17937,New York,NY,8177,778,big,metro,east
E14631,Los Angeles,CA,3985,1216,middle,metro,west
E16098,New York,NY,8177,778,big,metro,east
E13381,New York,NY,8177,778,big,metro,east
E12963,Honolulu,HI,339,156,small,sightseeing,other
E15236,New York,NY,8177,778,big,metro,east
E17659,Dallas,TX,1348,879,middle,other,south
E17346,San Antonio,TX,1598,1291,middle,other,south
E13475,Phoenix,AZ,1759,1341,middle,other,west
E13717,San Diego,CA,1429,844,middle,sightseeing,west
E13157,New York,NY,8177,778,big,metro,east
E14644,San Diego,CA,1429,844,middle,sightseeing,west
E12993,San Antonio,TX,1598,1291,middle,other,south
E17571,New York,NY,8177,778,big,metro,east
E12867,New York,NY,8177,778,big,metro,east
E16979,Chicago,IL,2671,589,middle,metro,east
E16738,New York,NY,8177,778,big,metro,east
E15122,New York,NY,8177,778,big,metro,east
E13848,Phoenix,AZ,1759,1341,middle,other,west
E17612,Miami,FL,483,93,small,sightseeing,south
E15811,San Antonio,TX,1598,1291,middle,other,south
E17348,New York,NY,8177,778,big,metro,east
E13893,Los Angeles,CA,3985,1216,middle,metro,west
E13941,New York,NY,8177,778,big,metro,east
E14035,Philadelphia,PA,1585,348,middle,other,east
E13623,Houston,TX,2325,1658,middle,other,south
E14346,Dallas,TX,1348,879,middle,other,south
E16431,Los Angeles,CA,3985,1216,middle,metro,west
E16317,Houston,TX,2325,1658,middle,other,south
E14825,New York,NY,8177,778,big,metro,east
E16073,San Diego,CA,1429,844,middle,sightseeing,west
E14477,Los Angeles,CA,3985,1216,middle,metro,west
E17819,Phoenix,AZ,1759,1341,middle,other,west
E14760,New York,NY,8177,778,big,metro,east
E17530,Philadelphia,PA,1585,348,middle,other,east
E13880,Houston,TX,2325,1658,middle,other,south
E14897,Dallas,TX,1348,879,middle,other,south
E15810,Los Angeles,CA,3985,1216,middle,metro,west
E16509,Phoenix,AZ,1759,1341,middle,other,west
E14386,San Diego,CA,1429,844,middle,sightseeing,west
E17567,San Diego,CA,1429,844,middle,sightseeing,west
E14530,Chicago,IL,2671,589,middle,metro,east
E15670,New York,NY,8177,778,big,metro,east
E16126,San Diego,CA,1429,844,middle,sightseeing,west
E15759,Los Angeles,CA,3985,1216,middle,metro,west
E15024,Philadelphia,PA,1585,348,middle,other,east
E14609,Miami,FL,483,93,small,sightseeing,south
E15356,New York,NY,8177,778,big,metro,east
E13414,New York,NY,8177,778,big,metro,east
E12823,San Jose,CA,1003,461,middle,sightseeing,west
E14944,New York,NY,8177,778,big,metro,east
E16494,San Diego,CA,1429,844,middle,sightseeing,west
E14959,Dallas,TX,1348,879,middle,other,south
E16148,New York,NY,8177,778,big,metro,east
E18219,Los Angeles,CA,3985,1216,middle,metro,west
E17422,Houston,TX,2325,1658,middle,other,south
E17175,New York,NY,8177,778,big,metro,east
E18257,Chicago,IL,2671,589,middle,metro,east
E17857,San Diego,CA,1429,844,middle,sightseeing,west
E14107,New York,NY,8177,778,big,metro,east
E13305,Philadelphia,PA,1585,348,middle,other,east
E13327,San Diego,CA,1429,844,middle,sightseeing,west
E13018,Los Angeles,CA,3985,1216,middle,metro,west
E13718,Philadelphia,PA,1585,348,middle,other,east
E15382,Chicago,IL,2671,589,middle,metro,east
E14754,Los Angeles,CA,3985,1216,middle,metro,west
E17865,New York,NY,8177,778,big,metro,east
E13151,New York,NY,8177,778,big,metro,east
E13178,San Diego,CA,1429,844,middle,sightseeing,west
E18116,Los Angeles,CA,3985,1216,middle,metro,west
E13085,Philadelphia,PA,1585,348,middle,other,east
E15903,Houston,TX,2325,1658,middle,other,south
E15785,San Diego,CA,1429,844,middle,sightseeing,west
E16556,New York,NY,8177,778,big,metro,east
E18138,Houston,TX,2325,1658,middle,other,south
E14379,Chicago,IL,2671,589,middle,metro,east
E14211,New York,NY,8177,778,big,metro,east
E14371,New York,NY,8177,778,big,metro,east
E13425,Los Angeles,CA,3985,1216,middle,metro,west
E12852,Chicago,IL,2671,589,middle,metro,east
E15228,Houston,TX,2325,1658,middle,other,south
E13012,Miami,FL,483,93,small,sightseeing,south
E16182,San Diego,CA,1429,844,middle,sightseeing,west
E13489,Chicago,IL,2671,589,middle,metro,east
E13904,New York,NY,8177,778,big,metro,east
E14057,San Diego,CA,1429,844,middle,sightseeing,west
E15755,Phoenix,AZ,1759,1341,middle,other,west
E16393,San Jose,CA,1003,461,middle,sightseeing,west
E13932,Phoenix,AZ,1759,1341,middle,other,west
E16726,Dallas,TX,1348,879,middle,other,south
E13799,Los Angeles,CA,3985,1216,middle,metro,west
E13951,Los Angeles,CA,3985,1216,middle,metro,west
E16765,Chicago,IL,2671,589,middle,metro,east
E18172,New York,NY,8177,778,big,metro,east
E16566,Los Angeles,CA,3985,1216,middle,metro,west
E12891,San Diego,CA,1429,844,middle,sightseeing,west
E16466,Houston,TX,2325,1658,middle,other,south
E14878,San Antonio,TX,1598,1291,middle,other,south
E16115,Los Angeles,CA,3985,1216,middle,metro,west
E14162,San Antonio,TX,1598,1291,middle,other,south
E13301,New York,NY,8177,778,big,metro,east
E14803,Phoenix,AZ,1759,1341,middle,other,west
E17838,Houston,TX,2325,1658,middle,other,south
E13744,Los Angeles,CA,3985,1216,middle,metro,west
E12988,New York,NY,8177,778,big,metro,east
E17323,Chicago,IL,2671,589,middle,metro,east
E18094,Dallas,TX,1348,879,middle,other,south
E15129,Los Angeles,CA,3985,1216,middle,metro,west
E17361,Phoenix,AZ,1759,1341,middle,other,west
E18155,New York,NY,8177,778,big,metro,east
E15321,Chicago,IL,2671,589,middle,metro,east
E13477,New York,NY,8177,778,big,metro,east
E15065,Chicago,IL,2671,589,middle,metro,east
E16980,Chicago,IL,2671,589,middle,metro,east
E15146,Los Angeles,CA,3985,1216,middle,metro,west
E14639,Los Angeles,CA,3985,1216,middle,metro,west
E13410,New York,NY,8177,778,big,metro,east
E13044,San Diego,CA,1429,844,middle,sightseeing,west
E16441,Dallas,TX,1348,879,middle,other,south
E16014,San Antonio,TX,1598,1291,middle,other,south
E17526,Houston,TX,2325,1658,middle,other,south
E14520,Las Vegas,NV,675,367,small,sightseeing,west
E17994,New York,NY,8177,778,big,metro,east
E16546,Houston,TX,2325,1658,middle,other,south
E13038,Chicago,IL,2671,589,middle,metro,east
E17002,New York,NY,8177,778,big,metro,east
E15722,New York,NY,8177,778,big,metro,east
E16349,Houston,TX,2325,1658,middle,other,south
E16913,Chicago,IL,2671,589,middle,metro,east
E17442,New York,NY,8177,778,big,metro,east
E18114,New York,NY,8177,778,big,metro,east
E15303,New York,NY,8177,778,big,metro,east
E12845,Chicago,IL,2671,589,middle,metro,east
E18188,San Antonio,TX,1598,1291,middle,other,south
E16045,Las Vegas,NV,675,367,small,sightseeing,west
E16907,New York,NY,8177,778,big,metro,east
E16573,New York,NY,8177,778,big,metro,east
E13421,Los Angeles,CA,3985,1216,middle,metro,west
E18196,Chicago,IL,2671,589,middle,metro,east
E13077,Chicago,IL,2671,589,middle,metro,east
E13285,Houston,TX,2325,1658,middle,other,south
E13184,Dallas,TX,1348,879,middle,other,south
E18151,New York,NY,8177,778,big,metro,east
E13804,New York,NY,8177,778,big,metro,east
E17499,Chicago,IL,2671,589,middle,metro,east
E15397,Houston,TX,2325,1658,middle,other,south
E17706,New York,NY,8177,778,big,metro,east
E14276,San Diego,CA,1429,844,middle,sightseeing,west
E13453,New York,NY,8177,778,big,metro,east
E17135,Houston,TX,2325,1658,middle,other,south
E15605,San Diego,CA,1429,844,middle,sightseeing,west
E16394,Dallas,TX,1348,879,middle,other,south
E17711,New York,NY,8177,778,big,metro,east
E13865,New York,NY,8177,778,big,metro,east
E16940,San Diego,CA,1429,844,middle,sightseeing,west
E14289,Los Angeles,CA,3985,1216,middle,metro,west
E15858,Miami,FL,483,93,small,sightseeing,south
E16208,Chicago,IL,2671,589,middle,metro,east
E17063,Philadelphia,PA,1585,348,middle,other,east
E13149,Phoenix,AZ,1759,1341,middle,other,west
E18068,Houston,TX,2325,1658,middle,other,south
E15932,San Jose,CA,1003,461,middle,sightseeing,west
E16692,Los Angeles,CA,3985,1216,middle,metro,west
E15590,Honolulu,HI,339,156,small,sightseeing,other
E17171,Los Angeles,CA,3985,1216,middle,metro,west
E18231,Phoenix,AZ,1759,1341,middle,other,west
E14004,Los Angeles,CA,3985,1216,middle,metro,west
E17139,Las Vegas,NV,675,367,small,sightseeing,west
E14513,New York,NY,8177,778,big,metro,east
E13118,New York,NY,8177,778,big,metro,east
E15974,Los Angeles,CA,3985,1216,middle,metro,west
E17830,Philadelphia,PA,1585,348,middle,other,east
E14841,Philadelphia,PA,1585,348,middle,other,east
E16086,Philadelphia,PA,1585,348,middle,other,east
E14231,Houston,TX,2325,1658,middle,other,south
E15805,Houston,TX,2325,1658,middle,other,south
E17867,San Antonio,TX,1598,1291,middle,other,south
E14880,Phoenix,AZ,1759,1341,middle,other,west
E15121,Chicago,IL,2671,589,middle,metro,east
E18065,San Diego,CA,1429,844,middle,sightseeing,west
E17117,Houston,TX,2325,1658,middle,other,south
E17017,Miami,FL,483,93,small,sightseeing,south
E12945,Miami,FL,483,93,small,sightseeing,south
E18056,New York,NY,8177,778,big,metro,east
E16072,Houston,TX,2325,1658,middle,other,south
E16838,New York,NY,8177,778,big,metro,east
E15543,Los Angeles,CA,3985,1216,middle,metro,west
E16722,San Antonio,TX,1598,1291,middle,other,south
E13751,New York,NY,8177,778,big,metro,east
E17090,Chicago,IL,2671,589,middle,metro,east
E15847,New York,NY,8177,778,big,metro,east
E13851,New York,NY,8177,778,big,metro,east
E13345,Chicago,IL,2671,589,middle,metro,east
E13870,Honolulu,HI,339,156,small,sightseeing,other
E12839,Dallas,TX,1348,879,middle,other,south
E17034,New York,NY,8177,778,big,metro,east
E16592,Phoenix,AZ,1759,1341,middle,other,west
E15712,Phoenix,AZ,1759,1341,middle,other,west
E13362,Los Angeles,CA,3985,1216,middle,metro,west
E14470,San Diego,CA,1429,844,middle,sightseeing,west
E17388,New York,NY,8177,778,big,metro,east
E16841,Philadelphia,PA,1585,348,middle,other,east
E13753,Houston,TX,2325,1658,middle,other,south
E13666,Houston,TX,2325,1658,middle,other,south
E14481,San Diego,CA,1429,844,middle,sightseeing,west
E13792,Los Angeles,CA,3985,1216,middle,metro,west
E17663,Chicago,IL,2671,589,middle,metro,east
E13973,New York,NY,8177,778,big,metro,east
E15990,Houston,TX,2325,1658,middle,other,south
E14573,Los Angeles,CA,3985,1216,middle,metro,west
E13684,New York,NY,8177,778,big,metro,east
E13261,Los Angeles,CA,3985,1216,middle,metro,west
E16598,Los Angeles,CA,3985,1216,middle,metro,west
E14147,San Antonio,TX,1598,1291,middle,other,south
E15951,New York,NY,8177,778,big,metro,east
E13971,Chicago,IL,2671,589,middle,metro,east
E17516,Los Angeles,CA,3985,1216,middle,metro,west
E13630,San Jose,CA,1003,461,middle,sightseeing,west
E14157,Los Angeles,CA,3985,1216,middle,metro,west
